documentid,title,doc_type,subject,language,,author_ln,author_fn,author_occupation,,recipient_fn,recipient_ln,recipient_occupation,source_location,source_lat,source_long,sent_yr,,,,,,
1299,"Lucas Schroek d. J. to Kircher, Augsburg, 21 August 1671",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1671,0,21,16,,,
1309,"Lucas Schroek d. J. to Kircher, Augsburg, 20 November 1671",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1671,0,20,16,,,
1313,"Lucas Schroek d. J. to Kircher, Augsburg, 10 July 1671",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1671,0,10,16,,,
1346,"Lucas Schroek d. J. to Kircher, Augsburg, 8 May 1671",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1671,0,8,16,,,
1988,"Lucas Schroek, d. J. to Kircher, Augsburg, 27 July 1668",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1668,0,27,16,,,
2008,"Lucas Schroek, d. J. to Kircher, Augsburg, 18 February 1668",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1668,0,18,16,,,
1141,"Lucas Schroeck d. J. to Kircher, Passau, 12 December 1670",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Passau,48.5735,13.4639,1670,0,12,16,,,
1143,"Lucas Schroeck d. J. to Kircher, Passau, 14 November 1670",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Passau,48.5735,13.4639,1670,0,14,16,,,
1216,"Lucas Schroek d. J. to Kircher, Rome, 17 October 1670",letter,,Latin,729,Schroek,Lucas d. J.,physician,51,Kircher,Athanasius,Jesuit (S.J.),Rome,41.8955,12.4823,1670,0,17,16,,,
2494,"Johann Schücking to Kircher, Cologne, 3 March 1640",letter,,Latin,730,Schücking,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Cologne,50.9407,6.9599,1640,0,3,16,,,
715,"Johann Schücking to Kircher, Cologne, 6 May 1646 (copy)","letter,excerpt,apograph","perspective,gnomonica,Ars magna lucis et umbrae",Latin,730,Schücking,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Cologne,50.9407,6.9599,1646,0,6,16,,,
2623,"Simon Schürer to Kircher, Prague, 31 August 1652",letter,,Latin,731,Schürer,Simon,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,1652,0,31,16,,,
1273,"Simon Schürer to Kircher, Stramberg (Moravia), 23 July 1671",letter,,Latin,731,Schürer,Simon,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Stramberg (Moravia),48.7771,9.1808,1671,0,23,16,,,
2700,"Matteo Sebastiani to Kircher, Vienna, 11 July 1643",letter,,Latin,733,Sebastiani,Matteo,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1643,0,11,16,,,
2356,"Alessandro Segni to Kircher, Florence, 30 March 1677",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1677,0,30,16,,,
2357,"Alessandro Segni to Kircher, Florence, 17 December 1677",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1677,0,17,16,,,
2358,"Alessandro Segni to Kircher, Florence, 29 december 1676",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,29,16,,,
2360,"Alessandro Segni to Kircher, Florence, 26 January 1676",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,26,16,,,
2361,"Alessandro Segni to Kircher, Florence, 23 February 1676",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,23,16,,,
2363,"Alessandro Segni to Kircher, Florence, 9 February 1676",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,9,16,,,
2364,"Alessandro Segni to Kircher, Florence, 1 February 1676",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,1,16,,,
2359,"Alessandro Segni to Kircher, Florence, undated",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,0,0,19,16,,,
2362,"Alessandro Segni to Kircher, Florence, undated",letter,,Italian,734,Segni,Alessandro,"secretary to Prince Leopold de' Medici, diplomat, secretary in Accademia della Crusca and Accademia del Cimento",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,0,0,20,16,,,
1000,"Hugo Semple to Kircher, Madrid, 27 February 1652",letter,,Latin,735,Semple,Hugo,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Madrid,40.4167,-3.7003,1652,0,27,16,,,
1442,"Capitolo di lettera, che manda un senatore di Venetia al Dottor Georgio Casano in Roma","letter,copy,apograph","illness,Ars magna sciendi,ars combinatoria",Italian,902,senator,unidentified,senator,206,Casano,Giorgio,Theologian,no place given,0.0000,0.0000,0,,,,,,
1959,"Gaspar de Servoulles to Kircher, Avignon, 26 May 1668",letter,,French,736,Servoulles,Gaspar de,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Avignon,43.9486,4.8060,1668,0,26,16,,,
2338,"Manfredo Settala to Kircher, Milan, 14 July 1677",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1677,0,14,16,,,
2131,"Manfredo Settala to Kircher, Milan, 21 February 1674",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1674,0,21,16,,,
2337,"Manfredo Settala to Kircher, Milan, 8 February 1674",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1674,0,8,16,,,
2010,"Manfredo Settala to Kircher, Milan, 22 August 1668",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1668,0,22,16,,,
2017,"Manfredo Settala to Kircher, Milan, 11 July 1668",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1668,0,11,16,,,
2836,"Manfredo Settala to Kircher, Milan, 27 November 1647",letter,,Italian,737,Settala,Manfredo,collector,51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1647,0,27,16,,,
2451,"Kaspar Sevenstern to Kircher, Hildesheim, 14 February 1676",letter,,Latin,738,Sevenstern,Kaspar,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Hildesheim,52.1509,9.9510,1676,0,14,16,,,
2450,"Kaspar Sevenstern to Kircher, Hildesheim, 18 January 1675",letter,,Latin,738,Sevenstern,Kaspar,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Hildesheim,52.1509,9.9510,1675,0,18,16,,,
2900,"Marcaurelio Severino to Kircher, Naples, 7 December 1655",letter,,Italian,739,Severino,Marcaurelio,physician,51,Kircher,Athanasius,Jesuit (S.J.),Naples,40.8333,14.2500,1655,0,7,16,,,
972,"Marcaurelio Severino to Kircher, Naples, 20 November 1652",letter,,Latin,739,Severino,Marcaurelio,physician,51,Kircher,Athanasius,Jesuit (S.J.),Naples,40.8333,14.2500,1652,0,20,16,,,
1291,"Marcaurelio Severino to an unknown person, Naples, 24 March 1651",letter,,Italian,739,Severino,Marcaurelio,physician,,,,,Naples,40.8333,14.2500,1651,0,24,16,,,
971,"Marcaurelio Severino to Kircher, Naples, 7 October 1649",letter,,Latin,739,Severino,Marcaurelio,physician,51,Kircher,Athanasius,Jesuit (S.J.),Naples,40.8333,14.2500,1649,0,7,16,,,
973,"Marcaurelio Severino to Reinhold Dehnig (Dehn), Naples. 13 November 1649",letter,,Latin,739,Severino,Marcaurelio,physician,367,Dehnig (Dehn),Reinhold,Jesuit (S.J.),Naples,40.8333,14.2500,1649,0,13,16,,,
2862,"Giovanni Andrea Severo to Kircher, Parma, 15 July 1650",letter,,Italian,740,Severo,Giovanni Andrea,,51,Kircher,Athanasius,Jesuit (S.J.),Parma,44.8079,10.3295,1650,0,15,16,,,
1908,"Marcello Severolo to Kircher, Rome, 24 September 1665",letter,,Latin,741,Severolo,Marcello,abbot,51,Kircher,Athanasius,Jesuit (S.J.),Rome,41.8955,12.4823,1665,0,24,16,,,
915,"Eberhard Sigler to Kircher, Gransfeld, 3 May 1650",letter,,Latin,742,Sigler,Eberhard,,51,Kircher,Athanasius,Jesuit (S.J.),Gransfeld,51.5029,9.7594,1650,0,3,16,,,
2499,"Clemente Silvestri to Kircher, Perugia, 14 May 1640",letter,,Italian,743,Silvestri,Clemente,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Perugia,43.1107,12.3892,1640,0,14,16,,,
2906,"Moses Simon de Monte Libano to Kircher, no place, undated",letter,,Arabic,744,Simon de Monte Libano,Moses,,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
2905,"Moses Simon de Monte Libano to Kircher, no place, undated","translation(s),letter,apograph",,Latin,744,Simon de Monte Libano,Moses,,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
1336,"Carlo Sinibaldi to Kircher, no place, undated",letter,,Italian,745,Sinibaldi,Carlo,,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
1041,"Karl Sinich (Sing) to Kircher, Vienna, 31 March 1669",letter,,Latin,746,Sinich (Sing),Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1669,0,31,16,,,
1042,"Karl Sinich (Sing) to Kircher, Vienna, 21 April 1669",letter,,Latin,746,Sinich (Sing),Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1669,0,21,16,,,
1040,"Karl Sinich (Sing) to Kircher, Vienna, 22 December 1668",letter,,Latin,746,Sinich (Sing),Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1668,0,22,16,,,
1767,"Karl Sinich (Sing) to Kircher, Vienna, 26 February 1667",letter,,Latin,746,Sinich (Sing),Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1667,0,26,16,,,
1701,"Ferdinand Slavata to Kircher, Neuhaus, 9 November 1663",letter,,Latin,912,Slavata,Ferdinand,count,51,Kircher,Athanasius,Jesuit (S.J.),Neuhaus,49.1515,15.0108,1663,0,9,16,,,
1045,"Karl Soll to Kircher, Breslau, 30 July 1669",letter,,Latin,748,Soll,Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Breslau,51.1079,17.0385,1669,0,30,16,,,
2650,"Karl Soll to Kircher, Naples, 1 November 1636",letter,,Latin,748,Soll,Karl,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Naples,40.8333,14.2500,1636,0,1,16,,,
2485,"Stanislas Solski to Kircher, Galati, 14 September 1659",letter,,Latin,750,Solski,Stanislas,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Galati,45.4257,28.0310,1659,0,14,16,,,
2512,"Stanislas Solski to Kircher, Galati, 13 February 1655",letter,,Latin,750,Solski,Stanislas,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Galati,45.4257,28.0310,1655,0,13,16,,,
2557,"Stanislas Solski to Kircher, Galati, 2 June 1654",letter,,Latin,750,Solski,Stanislas,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Galati,45.4257,28.0310,1654,0,2,16,,,
1791,"Stanislas Solski to Kircher, Lemberg, 29 November 1665",letter,,Latin,750,Solski,Stanislas,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Lemberg,49.8500,24.0167,1665,0,29,16,,,
1871,"Stanislas Solski to Kircher, Warsaw, 14 June 1660",letter,,Latin,750,Solski,Stanislas,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Warsaw,52.2297,21.0122,1660,0,14,16,,,
2615,"Martin Sonderegher to Kircher, Genoa, 28 October 1651",letter,,Latin,751,Sonderegher,Martin,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Genoa,44.4071,8.9340,1651,0,28,16,,,
2659,"Martin Sonderegher to Kircher, Genoa, 12 November, no year",letter,,Latin,751,Sonderegher,Martin,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Genoa,44.4071,8.9340,0,0,12,16,,,
2703,"Walter Sonnenberg to Jacques Viva, Manila, 4 August 1643",letter,,Latin,752,Sonnenberg,Walter,Jesuit (S.J.),802,Viva (Fiva),Jacques,Jesuit (S.J.),Manila,14.5833,120.9667,1643,0,4,16,,,
2704,"Walter Sonnenberg to Jacques Viva, Mexico, 28 February 1643",letter,,Latin,752,Sonnenberg,Walter,Jesuit (S.J.),802,Viva (Fiva),Jacques,Jesuit (S.J.),Mexico,23.6345,-102.5528,1643,0,28,16,,,
2702,"Walter Sonnenberg to Kircher, Tepatitlán, 27 February 1643",letter,,Latin,752,Sonnenberg,Walter,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Tepatitlán,50.6667,13.8167,1643,0,27,16,,,
1318,"Sophie, Duchess of Braunschweig-Lüneburg, to Kircher, Ibourgh, 12 May 1670",letter,,Italian,753,Sophie,Duchess of Braunschweig-Lüneburg,"Princess of the Palatinate,Duchess of Braunschweig-Lüneburg",51,Kircher,Athanasius,Jesuit (S.J.),Ibourgh,52.1553,8.0425,1670,0,12,16,,,
2330,"Baldassaro Sozzifanti to Kircher, Perugia, 30 May 1679",letter,,Italian,749,Sozzifanti,Baldassaro,,51,Kircher,Athanasius,Jesuit (S.J.),Perugia,43.1107,12.3892,1679,0,30,16,,,
2332,"Baldassaro Sozzifanti to Kircher, Perugia, 5 March 1678",letter,,Italian,749,Sozzifanti,Baldassaro,,51,Kircher,Athanasius,Jesuit (S.J.),Perugia,43.1107,12.3892,1678,0,5,16,,,
2331,"Baldassaro Sozzifanti to Kircher, Perugia, 14 December 1677",letter,,Italian,749,Sozzifanti,Baldassaro,,51,Kircher,Athanasius,Jesuit (S.J.),Perugia,43.1107,12.3892,1677,0,14,16,,,
2333,"Baldassaro Sozzifanti to Kircher, Perugia, 10 December 1677",letter,,Italian,749,Sozzifanti,Baldassaro,,51,Kircher,Athanasius,Jesuit (S.J.),Perugia,43.1107,12.3892,1677,0,10,16,,,
2246,"Mariano Sozzino to Kircher, Vienna, undated",letter,,Italian,754,Sozzino,Mariano,,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,0,,,16,,,
2666,"Georg Spaiser to Kircher, Munich, 13 May 1644",letter,,Latin,755,Spaiser,Georg,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Munich,48.1391,11.5802,1644,0,13,16,,,
2686,"Albrecht Spieh to Kircher, Koblenz, 22 April 1646",letter,,Latin,756,Spieh,Albrecht,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Koblenz,50.3567,7.5996,1646,0,22,16,,,
2715,"Giovanni Andrea Spinola to Kircher, Parma, 4 December 1653",letter,,Italian,757,Spinola,Giovanni Andrea,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Parma,44.8079,10.3295,1653,0,4,16,,,
2448,"Paolo Spinola to Kaspar Smal, Rome, 21 May 1677",letter,"restoration,Mentorella,architecture",Italian,960,Spinola,Paolo,Jesuit (S.J.),961,Smal,Kaspar,Jesuit (S.J.),Rome,41.8955,12.4823,1677,0,21,16,,,
1261,"Giovanni Battista Spinola to Kircher, Tivoli, 24 September 1670",letter,,Italian,758,Spinola,Giovanni Battista,Cardinal,51,Kircher,Athanasius,Jesuit (S.J.),Tivoli,32.9022,13.1858,1670,0,24,16,,,
1349,"Theophil Spizel to Kircher, Augsburg, 13 August 1671",letter,,Latin,759,Spizel,Theophil,author ,51,Kircher,Athanasius,Jesuit (S.J.),Augsburg,48.3655,10.8948,1671,0,13,16,,,
1981,"Conrad Balthasar von Stahrenberg to Kircher, Vienna, 4 March 1668",letter,,German,761,Stahrenberg,Conrad Balthasar von,count,51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1668,0,4,16,,,
1094,"Valentin Stansel (Estansel) de Castro to Kircher, no place, undated","letter,fragment",,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Brazil,-14.2350,-51.9253,0,,,16,,,
1204,"Valentin Stansel (Estansel) de Castro to Kircher, Lisbon, 25 June 1658",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Lisbon,38.7071,-9.1355,1660,0,25,16,,,
2533,"Valentin Stansel (Estansel) de Castro to Kircher, Lisbon, 26 March 1659",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Lisbon,38.7071,-9.1355,1659,0,26,16,,,
2428,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia, 20 April 1674",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1674,0,20,16,,,
1305,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia, 9 June 1670",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1670,0,9,16,,,
1189,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia, June 1669",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1669,0,,16,,,
1741,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia,  21 July 1664",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1664,0,21,16,,,
1759,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia, 4 August 1664",letter,,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1664,0,4,16,,,
2043,"Valentin Stansel (Estansel) de Castro to Kircher, Salvador da Bahia, 10 August 1668","letter,fragment",,Latin,760,Stansel (Estansel) de Castro,Valentin,"Jesuit (S.J.),disciple of Athanasius Kircher",51,Kircher,Athanasius,Jesuit (S.J.),Salvador de Bahia,-12.9704,-38.5124,1666,0,10,16,,,
2684,"Michael Staudacher to Kircher, Dillingen, 6 April 1644",letter,,Latin,762,Staudacher,Michael,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Dillingen,48.5812,10.4953,1644,0,6,16,,,
2602,"Michael Staudacher to Kircher, Trent, 28 April 1642",letter,,Latin,762,Staudacher,Michael,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Trent,48.8939,18.0378,1642,0,28,16,,,
929,"Valentin Steber to Kircher, Albe, 21 December 1658",letter,,Latin,763,Steber,Valentin,physician,51,Kircher,Athanasius,Jesuit (S.J.),Albe,48.3565,7.3177,1658,0,21,16,,,
2234,"Valentin Steber to Kircher, no place, undated",letter,,Latin,763,Steber,Valentin,physician,51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
1770,"Valentin Steber to Kircher, Toscanella, 8 February 1667",letter,,Italian,763,Steber,Valentin,physician,51,Kircher,Athanasius,Jesuit (S.J.),Toscanella,42.4192,11.8703,1667,0,8,16,,,
1852,"Valentin Steber to Kircher, Vetralla, 22 December 1663",letter,,Italian,763,Steber,Valentin,physician,51,Kircher,Athanasius,Jesuit (S.J.),Vetralla,45.5459,11.5403,1663,0,22,16,,,
941,"Daniel Steiß to Kircher, Florence, 30 April 1650",letter,,Latin,764,Steiß,Daniel,,51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1650,0,30,16,,,
2300,"Niels Stensen to Kircher, Florence, 15 September 1676",letter,,Italian,85,Stensen,Niels,"natural philosopher,anatomist",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,15,16,,,
2306,"Niels Stensen to Kircher, Florence, 29 September 1676",letter,,Italian,85,Stensen,Niels,"natural philosopher,anatomist",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,29,16,,,
2384,"Niels Stensen to Kircher, Florence, 14 April 1676",letter,,Italian,85,Stensen,Niels,"natural philosopher,anatomist",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1676,0,14,16,,,
2259,"Niels Stensen to Kircher, Florence, 28 May 1675",letter,,Latin,85,Stensen,Niels,"natural philosopher,anatomist",51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1675,0,28,16,,,
1025,"Niels Stensen to Athanasius Kircher, Innsbruck, 12 May 1669",letter,,Italian,85,Stensen,Niels,"natural philosopher,anatomist",51,Kircher,Athanasius,Jesuit (S.J.),Innsbruck,47.2627,11.3947,1669,0,12,16,,,
669,"Franz von Sternberg to Kircher, Prague, 17 April 1641",letter,,Latin,208,Sternberg,Franz von,Baron,51,Kircher,Athanasius,Jesuit (S.J.),Prague,50.0878,14.4205,1641,0,17,16,,,
2423,"Christoph Stettinger to Kircher, Luxemburg, 28 May 1679",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Luxemburg,49.8153,6.1296,1679,0,28,16,,,
2232,"Christoph Stettinger to Kircher, Melk, 5 July 1676",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Melk,48.2271,15.3296,1676,0,5,16,,,
2422,"Christoph Stettinger to Kircher, Vienna, 29 January 1679",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1679,0,29,16,,,
2424,"Christoph Stettinger to Kircher, Vienna, 9 April 1679",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1679,0,9,16,,,
2425,"Christoph Stettinger to Kircher, Vienna, 17 November 1678",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1678,0,17,16,,,
2219,"Christoph Stettinger to Kircher, Vienna, 14 February 1677",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1677,0,14,16,,,
2229,"Christoph Stettinger to Kircher, Vienna, 24 January 1677",letter,,Latin,765,Stettinger,Christoph,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Vienna,48.2092,16.3728,1677,0,24,16,,,
2538,"Franz Storer to Kircher, Florence, 28 October 1639",letter,,Latin,767,Storer,Franz,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Florence,43.7687,11.2569,1650,0,28,16,,,
2606,"Franz Storer to Kircher, Ingolstadt, 26 January 1649",letter,,Latin,767,Storer,Franz,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Ingolstadt,48.7621,11.4254,1649,0,26,16,,,
2667,"Franz Storer to Kircher, Ingolstadt, 16 August 1644",letter,,Latin,767,Storer,Franz,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Ingolstadt,48.7621,11.4254,1644,0,16,16,,,
2481,"Johann Storheber to Kircher, Frankfurt a. M., 7 September 1646","letter,damaged","Magnes, sive de arte magnetica,books,Ars magna lucis et umbrae",Latin,768,Storheber,Johann,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Frankfurt a. M.,50.1115,8.6805,1646,0,7,16,,,
2616,"Matthaeus Storr to Kircher, Milan, 6 August 1647",letter,,Latin,769,Storr,Matthaeus,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1647,0,6,16,,,
2645,"Matthaeus Storr to Kircher, Milan, 10 July 1647",letter,,Latin,769,Storr,Matthaeus,Jesuit (S.J.),51,Kircher,Athanasius,Jesuit (S.J.),Milan,45.4637,9.1881,1647,0,10,16,,,
1355,"Giovanni Francesco Strada to Kircher, Madrid, 17 May 1672",letter,,Italian,891,Strada,Giovanni Francesco,,51,Kircher,Athanasius,Jesuit (S.J.),Madrid,40.4167,-3.7003,1672,0,17,16,,,
1270,"Giovanni Filippo Strada (Wegerer) to Kircher, Palamosae [?], 24 September 1672",letter,,Italian,770,Strada (alias Wegerer),Giovanni Filippo,,51,Kircher,Athanasius,Jesuit (S.J.),Palamosae,41.8468,3.1286,1672,0,24,16,,,
2613,"Heinrich Sturm to Jacques Viva, Düsseldorf, 9 September 1655",letter,,Latin,980,Sturm,Heinrich,Jesuit (S.J.),802,Viva (Fiva),Jacques,Jesuit (S.J.),Düsseldorf,51.2249,6.7757,1655,0,9,16,,,
673,"Joseph Marie Suáres to Kircher, no place, 26 July 1644",letter,,Latin,178,Suáres,Joseph Marie,Bishop of Vaison (France),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,1644,0,26,16,,,
2199,"Joseph Marie Suáres to Kircher, no place, undated","notes,letter","tubers,natural history,botany",Latin,178,Suáres,Joseph Marie,Bishop of Vaison (France),51,Kircher,Athanasius,Jesuit (S.J.),no place given,0.0000,0.0000,0,,,16,,,
